vocab	precision	recall
denial	0.020833333333333332	0.1111111111111111
overcoming	0.04878048780487805	0.13333333333333333
students	0.038461538461538464	0.2857142857142857
shout	0.3333333333333333	0.058823529411764705
interests	0.020833333333333332	0.07692307692307693
suspend	0.5	0.25
arm	0.012195121951219513	0.1
gnawing	0.3333333333333333	0.16666666666666666
comforts	0.3333333333333333	0.07142857142857142
trotted	0.011494252873563218	0.25
dance	0.0021008403361344537	0.3333333333333333
pieces	0.01639344262295082	0.041666666666666664
shawl	0.045454545454545456	1.0
terminal	0.3333333333333333	0.125
arrest	0.047619047619047616	0.045454545454545456
sipping	0.07142857142857142	0.5
bother	0.0031512605042016808	0.10344827586206896
wagon	0.015873015873015872	0.05263157894736842
frames	0.07407407407407407	0.05714285714285714
building	0.019230769230769232	0.09090909090909091
fool	0.0021008403361344537	0.0625
parting	0.125	0.05263157894736842
camps	0.3333333333333333	0.0625
nineteen	0.03125	0.25
pies	0.5	0.5
crucifix	0.09090909090909091	0.3333333333333333
gouging	0.25	0.125
paths	0.25	0.125
weapons	0.10526315789473684	0.4
approaching	0.014705882352941176	0.07142857142857142
stood	0.011627906976744186	0.05555555555555555
curtail	0.125	0.16666666666666666
shutters	0.25	0.5
display	0.021739130434782608	0.14285714285714285
cradled	0.017543859649122806	0.5
policemen	0.125	0.25
pill	0.25	0.1
mopped	0.02040816326530612	0.16666666666666666
improvised	0.25	0.125
raw	0.009433962264150943	0.045454545454545456
boatloads	0.14285714285714285	0.25
flat	0.01639344262295082	0.03333333333333333
point	0.004201680672268907	0.0851063829787234
funny	0.0031512605042016808	0.14285714285714285
sucking	0.017543859649122806	0.047619047619047616
pounded	0.25	0.09090909090909091
sailors	0.14285714285714285	0.08333333333333333
piano	0.16666666666666666	0.16666666666666666
deathbed	1.0	1.0
cleft	1.0	0.07692307692307693
indifferent	0.027777777777777776	0.1111111111111111
lewd	0.15384615384615385	0.2857142857142857
popping	0.017543859649122806	0.05555555555555555
screechy	0.1	0.2
cables	0.5	0.07692307692307693
carving	0.2	0.16666666666666666
sash	0.09090909090909091	0.16666666666666666
sense	0.0031512605042016808	0.21428571428571427
worse	0.005252100840336135	0.29411764705882354
motions	0.2	0.1
paused	0.009708737864077669	0.2
every	0.0010504201680672268	1.0
churches	0.2	0.2
distinguished	0.1111111111111111	0.03571428571428571
smoothing	0.25	0.16666666666666666
decent	0.0063025210084033615	0.42857142857142855
cows	0.09523809523809523	0.25
command	0.05263157894736842	0.07692307692307693
miss	0.005252100840336135	0.2777777777777778
force	0.16666666666666666	0.038461538461538464
profession	0.14285714285714285	0.5
head	0.012195121951219513	0.02564102564102564
floated	0.011494252873563218	0.16666666666666666
sister	0.030303030303030304	0.2
coals	0.16666666666666666	0.25
collecting	0.05555555555555555	0.05263157894736842
proposal	0.5	0.2
approved	0.1	0.16666666666666666
entered	0.04081632653061224	0.09523809523809523
freed	0.14285714285714285	0.047619047619047616
piece	0.014705882352941176	0.043478260869565216
built	0.009708737864077669	0.1
hoops	0.09090909090909091	0.125
moved	0.019417475728155338	0.09090909090909091
questioning	0.025	0.0625
rider	0.1	0.5
compresses	0.25	0.125
dimension	0.3333333333333333	0.25
hanging	0.017543859649122806	0.07142857142857142
breathing	0.07692307692307693	0.06666666666666667
armchair	0.5	1.0
ghetto	0.030303030303030304	1.0
affection	0.020833333333333332	0.125
furor	1.0	0.16666666666666666
basket	0.14285714285714285	0.16666666666666666
bringing	0.005252100840336135	0.2631578947368421
arranged	0.16666666666666666	0.0625
downtown	0.01694915254237288	0.5
put	0.0031512605042016808	0.17647058823529413
deserted	0.13333333333333333	0.25
laid	0.3333333333333333	0.1111111111111111
furnishing	0.125	0.16666666666666666
small	0.01639344262295082	0.07692307692307693
happy	0.0021008403361344537	0.5
arrows	0.2	0.3333333333333333
wicker	0.125	0.3333333333333333
remarked	0.017543859649122806	0.125
curious	0.0031512605042016808	0.375
favored	0.5	0.09090909090909091
reaching	0.029411764705882353	0.07692307692307693
particular	0.09090909090909091	0.15384615384615385
banter	0.5	0.125
sweeping	1.0	0.0625
evildoers	0.125	0.3333333333333333
finger	0.012195121951219513	0.16666666666666666
terrace	0.05	0.25
stamped	0.09090909090909091	0.125
hepatitis	0.25	1.0
returned	0.009708737864077669	0.038461538461538464
transfer	0.05555555555555555	0.05263157894736842
abdomen	0.3333333333333333	0.2
sausages	0.009433962264150943	0.25
made	0.015756302521008403	0.22058823529411764
sullen	0.030303030303030304	0.08333333333333333
loneliness	0.024390243902439025	0.16666666666666666
journeys	0.14285714285714285	0.25
colonial	0.25	0.5
procurer	0.5	0.125
maybe	0.0031512605042016808	0.5
herded	0.034482758620689655	0.3333333333333333
block	0.004201680672268907	0.09090909090909091
owls	0.08333333333333333	0.2
storyteller	0.1111111111111111	0.2
bereavement	0.2	0.5
tenets	0.02631578947368421	0.3333333333333333
blasphemous	0.030303030303030304	0.25
a	0.047619047619047616	0.07692307692307693
snake	0.047619047619047616	0.14285714285714285
feeble	0.07142857142857142	0.09090909090909091
unexpected	0.125	1.0
bandit	0.3333333333333333	0.5
burning	0.07317073170731707	0.16666666666666666
equal	0.020833333333333332	0.09090909090909091
car	0.043478260869565216	0.09090909090909091
drumming	0.25	0.08333333333333333
flying	0.04878048780487805	0.14285714285714285
shivering	0.1	0.25
sprouting	0.14285714285714285	0.1
parts	0.01818181818181818	0.02857142857142857
minorities	0.2	0.3333333333333333
glance	0.25	0.2
emphasis	0.125	0.25
encyclopedias	0.3333333333333333	0.2
surged	0.05555555555555555	0.1
weekly	0.029411764705882353	0.16666666666666666
maternal	0.5	0.2
began	0.08695652173913043	0.2
reminded	0.009708737864077669	0.25
exalted	0.5	0.04
reverie	0.5	0.125
taxi	0.043478260869565216	0.25
fled	0.125	0.25
cord	0.02	0.3333333333333333
oblivion	0.16666666666666666	0.3333333333333333
topic	0.3333333333333333	0.2
fat	0.01639344262295082	0.05555555555555555
absence	0.07692307692307693	0.5
enveloping	0.03333333333333333	0.16666666666666666
outpost	0.2	0.3333333333333333
excursions	0.2	0.1111111111111111
followed	0.0031512605042016808	0.10344827586206896
search	0.0021008403361344537	0.2222222222222222
given	0.009708737864077669	0.02040816326530612
covertly	0.011494252873563218	1.0
spotless	0.14285714285714285	0.14285714285714285
host	0.02040816326530612	0.1111111111111111
grass	0.01639344262295082	0.03333333333333333
complains	0.5	0.14285714285714285
recollection	0.5	0.2
beauties	0.5	0.07692307692307693
birthday	0.0010504201680672268	0.5
usual	0.0021008403361344537	1.0
reluctant	0.14285714285714285	0.3333333333333333
connection	0.021739130434782608	0.1111111111111111
pumps	0.017241379310344827	0.25
throughout	0.0010504201680672268	0.3333333333333333
calamity	0.3333333333333333	0.2
greater	0.014705882352941176	0.038461538461538464
desire	0.024390243902439025	0.25
parish	0.09090909090909091	1.0
yield	0.3333333333333333	0.03571428571428571
insides	0.14285714285714285	0.3333333333333333
wicked	0.1111111111111111	0.041666666666666664
adventures	0.08333333333333333	0.13333333333333333
conducted	0.2	0.05555555555555555
player	0.014705882352941176	0.125
time	0.0021008403361344537	0.2222222222222222
brazen	0.2	0.125
crazily	0.023809523809523808	0.25
settling	0.25	0.03333333333333333
unanimous	0.5	0.2
pull	0.0010504201680672268	0.03333333333333333
westerly	1.0	0.2
solitary	0.16666666666666666	0.06666666666666667
inane	0.030303030303030304	0.2
naked	0.2	0.3333333333333333
classic	0.014705882352941176	0.14285714285714285
subdued	0.1111111111111111	0.03571428571428571
missed	0.0063025210084033615	0.46153846153846156
chills	0.07692307692307693	0.07142857142857142
editor	0.045454545454545456	0.3333333333333333
nursery	0.25	0.25
nailed	0.011627906976744186	0.05
jump	0.0021008403361344537	0.08
explanation	0.02564102564102564	0.5
golf	0.14285714285714285	0.5
hysteria	0.1111111111111111	0.16666666666666666
shade	0.02	0.05263157894736842
fixing	0.005252100840336135	0.11363636363636363
knotted	0.2	0.125
required	0.029411764705882353	0.05555555555555555
exciting	0.02564102564102564	0.058823529411764705
influence	0.0136986301369863	0.1111111111111111
owl	0.1	0.25
rather	0.0031512605042016808	0.375
conceive	0.03333333333333333	0.14285714285714285
sharper	0.3333333333333333	0.037037037037037035
stage	0.04081632653061224	0.18181818181818182
professional	0.024390243902439025	0.25
heart	0.0021008403361344537	0.0625
year	0.0010504201680672268	0.25
unlikely	0.02564102564102564	0.25
drinks	0.03773584905660377	0.2
froze	0.011627906976744186	0.1111111111111111
discoveries	0.5	0.2
naturally	0.1	0.25
wars	0.041666666666666664	0.25
springtime	0.1	0.5
godless	0.5	0.5
no-nonsense	0.3333333333333333	1.0
attacked	0.011627906976744186	0.1111111111111111
tattered	0.09090909090909091	0.3333333333333333
pulled	0.011627906976744186	0.04
turban	0.3333333333333333	0.3333333333333333
ferociously	0.023809523809523808	0.5
smuggle	0.5	1.0
faith	0.020833333333333332	0.2
tent	0.25	0.16666666666666666
prosecuting	1.0	0.25
betrayal	0.1111111111111111	0.25
least	0.0010504201680672268	0.5
tolerance	0.020833333333333332	0.2
pace	0.09090909090909091	0.1111111111111111
twenties	0.5	0.14285714285714285
chimneys	0.125	0.3333333333333333
hum	0.25	0.07692307692307693
bulks	0.1	0.16666666666666666
did	0.005252100840336135	0.2
driven	0.07142857142857142	0.045454545454545456
obscenities	0.3333333333333333	0.1
screeched	0.08333333333333333	0.1111111111111111
desires	0.1111111111111111	0.2
preparing	0.043478260869565216	0.05555555555555555
mindless	0.05	0.1111111111111111
leaning	0.041666666666666664	0.05263157894736842
persuading	0.3333333333333333	0.25
step	0.0010504201680672268	0.047619047619047616
evaporative	0.5	1.0
but	0.004201680672268907	0.8
hush	1.0	0.09090909090909091
planted	0.14285714285714285	0.06666666666666667
blast	0.06666666666666667	0.045454545454545456
draws	0.125	0.018518518518518517
fishers	0.09090909090909091	0.14285714285714285
vase	0.09090909090909091	1.0
detailed	0.024390243902439025	0.25
overhang	0.03333333333333333	0.5
tips	0.2	0.06451612903225806
inn	0.2	0.2
nested	0.25	0.14285714285714285
independent	0.03125	0.08333333333333333
hatred	0.020833333333333332	0.5
after	0.0031512605042016808	0.5
article	0.0136986301369863	0.5
suspicious	0.2	0.1111111111111111
low-lying	0.2	0.5
anvil	0.09090909090909091	0.5
dirt	0.024390243902439025	0.06666666666666667
underlined	0.011494252873563218	0.2
suspense	0.041666666666666664	1.0
security	0.0273972602739726	0.25
reigned	0.034482758620689655	0.16666666666666666
tag	0.5	0.0625
flats	0.017241379310344827	0.16666666666666666
personally	0.0010504201680672268	0.5
mock	0.019230769230769232	0.5
gummy	0.14285714285714285	0.1111111111111111
worked	0.008403361344537815	0.2222222222222222
homely	0.1	0.2
menace	0.5	0.125
suddenly	0.0031512605042016808	0.42857142857142855
showy	0.027777777777777776	0.125
desk	0.015873015873015872	1.0
bachelor	0.2	0.2
loosen	1.0	0.14285714285714285
jaws	0.1111111111111111	0.023809523809523808
acceptance	0.1111111111111111	0.125
career	0.07692307692307693	0.25
graven	1.0	0.07692307692307693
conspiracy	0.047619047619047616	0.3333333333333333
arrangements	0.5	0.2
crotchety	0.3333333333333333	0.3333333333333333
meanwhile	0.0625	0.2
alabaster	0.02	0.2
hand	0.012195121951219513	0.0625
singing	0.0031512605042016808	0.15789473684210525
imply	0.03333333333333333	0.14285714285714285
nostrils	0.1111111111111111	0.3333333333333333
reclaimed	0.5	0.08333333333333333
sermon	0.2	0.6666666666666666
vital	0.045454545454545456	0.2
pink	0.01639344262295082	0.125
